anime_id,name,rating,genres,users_watched,users_rated,url
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,6.86,"Boys Love,Drama,Romance,Historical,Shoujo",13681,6346,https://myanimelist.net/anime/1637/Kaze_to_Ki_no_Uta_Sanctus__Sei_Naru_Kana
5914,Kanamemo,6.86,"Comedy,Girls Love,Slice of Life,Ecchi,CGDCT",36942,14648,https://myanimelist.net/anime/5914/Kanamemo
981,Ichigo 100% OVA,6.86,"Comedy,Romance,Ecchi,Harem,School,Shounen",26133,14492,https://myanimelist.net/anime/981/Ichigo_100_OVA
33204,Hirune Hime: Shiranai Watashi no Monogatari,6.86,"Adventure,Fantasy,Sci-Fi,Mecha",36554,11582,https://myanimelist.net/anime/33204/Hirune_Hime__Shiranai_Watashi_no_Monogatari
44270,He Wei Dao x Hui Yeda Xiaojie Xiangyao Wo Gaobai,6.86,"Comedy,Romance,School",6610,2834,https://myanimelist.net/anime/44270/He_Wei_Dao_x_Hui_Yeda_Xiaojie_Xiangyao_Wo_Gaobai
37259,Hanebado!,6.86,"Sports,Seinen",146999,70166,https://myanimelist.net/anime/37259/Hanebado
42078,Hakugin,6.86,"Drama,Music",1267,782,https://myanimelist.net/anime/42078/Hakugin
3012,Gekitou! Crush Gear Turbo,6.86,"Sports,Shounen",6014,3235,https://myanimelist.net/anime/3012/Gekitou_Crush_Gear_Turbo
1829,Ged Senki,6.86,"Adventure,Fantasy",130814,79002,https://myanimelist.net/anime/1829/Ged_Senki
44983,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,6.86,"Adventure,Comedy,Fantasy,Romance,Ecchi",58817,21724,https://myanimelist.net/anime/44983/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III_OVA
3031,Digimon Frontier: Ornismon Fukkatsu!!,6.86,"Adventure,Comedy,Drama,Fantasy,Shounen",19434,9498,https://myanimelist.net/anime/3031/Digimon_Frontier__Ornismon_Fukkatsu
8394,Cyborg 009 (TV),6.86,"Action,Adventure,Sci-Fi,Mecha,Shounen",5876,1903,https://myanimelist.net/anime/8394/Cyborg_009_TV
40329,Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,6.86,"Comedy,Seinen",1462,426,https://myanimelist.net/anime/40329/Crayon_Shin-chan_Movie_28__Gekitotsu_Rakuga_Kingdom_to_Hobo_Yonin_no_Yuusha
40885,Can Ci Pin: Fangzhu Xingkong,6.86,"Action,Sci-Fi",2333,636,https://myanimelist.net/anime/40885/Can_Ci_Pin__Fangzhu_Xingkong
32323,Aishen Qiaokeli-ing...,6.86,"Comedy,Romance,Harem,School",75119,27364,https://myanimelist.net/anime/32323/Aishen_Qiaokeli-ing
1248,Zone of the Enders: 2167 Idolo,6.86,"Action,Drama,Romance,Sci-Fi,Mecha,Military,Space",8775,3968,https://myanimelist.net/anime/1248/Zone_of_the_Enders__2167_Idolo
31838,Ze Tian Ji,6.86,"Action,Adventure,Fantasy",6803,2042,https://myanimelist.net/anime/31838/Ze_Tian_Ji
1024,Weiß Kreuz OVA,6.86,"Action,Drama",5362,2459,https://myanimelist.net/anime/1024/Wei%C3%9F_Kreuz_OVA
1207,Wata no Kuni Hoshi,6.86,"Drama,Fantasy,Romance,Pets,Psychological,Shoujo",5259,1795,https://myanimelist.net/anime/1207/Wata_no_Kuni_Hoshi
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,6.86,Comedy,44793,20697,https://myanimelist.net/anime/8023/Toaru_Kagaku_no_Railgun__Motto_Marutto_Railgun
1720,To Heart 2 OVA,6.86,"Comedy,Drama,Romance,Harem,School",6600,2572,https://myanimelist.net/anime/1720/To_Heart_2_OVA
50206,Takano Kousaten,6.86,"Award Winning,Slice of Life",1072,565,https://myanimelist.net/anime/50206/Takano_Kousaten
1568,Sumomomo Momomo: Chijou Saikyou no Yome,6.86,"Action,Comedy,Romance,Martial Arts,Seinen",62359,23622,https://myanimelist.net/anime/1568/Sumomomo_Momomo__Chijou_Saikyou_no_Yome
32555,Stella no Mahou,6.86,"Comedy,Slice of Life,CGDCT,School,Video Game",37506,13092,https://myanimelist.net/anime/32555/Stella_no_Mahou
34252,Star Beat!: Hoshi no Kodou,6.86,Music,2822,1314,https://myanimelist.net/anime/34252/Star_Beat__Hoshi_no_Kodou
50221,Shine Post,6.86,"Slice of Life,Supernatural,Idols (Female),Music",6608,737,https://myanimelist.net/anime/50221/Shine_Post
884,Shin Angyo Onshi,6.86,"Action,Fantasy",17727,8963,https://myanimelist.net/anime/884/Shin_Angyo_Onshi
41223,Shi Yi Chang An: Mingyue Jishi You,6.86,"Romance,Historical",6448,1872,https://myanimelist.net/anime/41223/Shi_Yi_Chang_An__Mingyue_Jishi_You
20843,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.86,"Comedy,Slice of Life,Idols (Female)",9888,3886,https://myanimelist.net/anime/20843/Senki_Zesshou_Symphogear_G__Senki_Zesshou_Shinai_Symphogear
23201,Sengoku Basara: Judge End,6.86,"Action,Historical,Martial Arts,Samurai,Super Power",26834,10668,https://myanimelist.net/anime/23201/Sengoku_Basara__Judge_End
48761,Saihate no Paladin,6.86,"Action,Adventure,Fantasy,Isekai,Reincarnation",225654,99668,https://myanimelist.net/anime/48761/Saihate_no_Paladin
35905,Ryuuou no Oshigoto!,6.86,"Comedy,Slice of Life,Strategy Game",175648,76524,https://myanimelist.net/anime/35905/Ryuuou_no_Oshigoto
2363,Pokemon Housoukyoku,6.86,"Adventure,Comedy,Fantasy,Kids",28632,14794,https://myanimelist.net/anime/2363/Pokemon_Housoukyoku
6324,Omamori Himari,6.86,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi,Harem,Mythology",226522,115428,https://myanimelist.net/anime/6324/Omamori_Himari
39539,No Guns Life,6.86,"Action,Drama,Sci-Fi,Seinen",175313,68046,https://myanimelist.net/anime/39539/No_Guns_Life
39689,Nande Koko ni Sensei ga!? Special,6.86,"Comedy,Ecchi,School,Seinen",52094,28679,https://myanimelist.net/anime/39689/Nande_Koko_ni_Sensei_ga_Special
31442,Musaigen no Phantom World,6.86,"Action,Comedy,Fantasy",489646,223713,https://myanimelist.net/anime/31442/Musaigen_no_Phantom_World
25375,Moon Pride,6.86,"Romance,Supernatural,Mahou Shoujo,Music",5182,2844,https://myanimelist.net/anime/25375/Moon_Pride
5343,Monkey Punch: Manga Katsudou Daishashin,6.86,"Action,Adventure,Comedy,Ecchi,Gag Humor,Parody,Seinen",2029,423,https://myanimelist.net/anime/5343/Monkey_Punch__Manga_Katsudou_Daishashin
29089,Yaoguai Mingdan,6.87,"Action,Comedy,Fantasy,Romance",24029,4807,https://myanimelist.net/anime/29089/Yaoguai_Mingdan
27887,Yama no Susume Second Season Specials,6.87,"Comedy,Slice of Life,CGDCT,Iyashikei",8992,4278,https://myanimelist.net/anime/27887/Yama_no_Susume_Second_Season_Specials
44410,Xing Hai Qishi,6.87,"Action,Fantasy,Sci-Fi",937,263,https://myanimelist.net/anime/44410/Xing_Hai_Qishi
48369,Wo Shi Da Shenxian 2nd Season,6.87,"Action,Fantasy,Martial Arts",848,338,https://myanimelist.net/anime/48369/Wo_Shi_Da_Shenxian_2nd_Season
43483,Toaru Kagaku no Railgun T: Motto Marutto Railgun,6.87,Comedy,5410,1661,https://myanimelist.net/anime/43483/Toaru_Kagaku_no_Railgun_T__Motto_Marutto_Railgun
10276,Tennis no Ouji-sama: Mini Theater,6.87,Comedy,4250,1727,https://myanimelist.net/anime/10276/Tennis_no_Ouji-sama__Mini_Theater
42703,Sore wo Ai to Yobu dake,6.87,Music,633,360,https://myanimelist.net/anime/42703/Sore_wo_Ai_to_Yobu_dake
41341,Sword Art Online: Alicization - War of Underworld Recap,6.87,"Action,Adventure,Fantasy,Video Game",27541,8718,https://myanimelist.net/anime/41341/Sword_Art_Online__Alicization_-_War_of_Underworld_Recap
47162,Shokei Shoujo no Virgin Road,6.87,"Action,Adventure,Fantasy",110456,34153,https://myanimelist.net/anime/47162/Shokei_Shoujo_no_Virgin_Road
28625,Shisha no Teikoku,6.87,"Sci-Fi,Historical,Psychological",76311,26427,https://myanimelist.net/anime/28625/Shisha_no_Teikoku
538,Shin Tenchi Muyou!,6.87,"Comedy,Romance,Sci-Fi,Harem,Shounen",34515,17202,https://myanimelist.net/anime/538/Shin_Tenchi_Muyou
50105,Shiguang Zhaoxiangguan de Richang,6.87,"Comedy,Slice of Life,Time Travel",5649,745,https://myanimelist.net/anime/50105/Shiguang_Zhaoxiangguan_de_Richang
1258,Saint Seiya: Kamigami no Atsuki Tatakai,6.87,"Adventure,Sci-Fi,Shounen",16098,9170,https://myanimelist.net/anime/1258/Saint_Seiya__Kamigami_no_Atsuki_Tatakai
1954,Rayearth,6.87,"Action,Adventure,Fantasy,Isekai",14704,6736,https://myanimelist.net/anime/1954/Rayearth
37202,Radiant,6.87,"Action,Adventure,Fantasy",187350,71470,https://myanimelist.net/anime/37202/Radiant
592,PopoloCrois,6.87,"Adventure,Fantasy",1881,593,https://myanimelist.net/anime/592/PopoloCrois
41345,Noblesse,6.87,"Action,Supernatural,School,Vampire",245414,105559,https://myanimelist.net/anime/41345/Noblesse
4936,Ninja Hattori-kun,6.87,"Comedy,Slice of Life,Martial Arts,Shounen",9688,6182,https://myanimelist.net/anime/4936/Ninja_Hattori-kun
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,6.87,"Action,Comedy,Fantasy,Martial Arts,Shounen",72772,41363,https://myanimelist.net/anime/2248/Naruto__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo_-_Konoha_no_Sato_no_Dai_Undoukai
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.87,"Action,Adventure,Fantasy,Shounen",214843,126988,https://myanimelist.net/anime/936/Naruto_Movie_2__Dai_Gekitotsu_Maboroshi_no_Chiteiiseki_Dattebayo
3313,Montana Jones,6.87,"Adventure,Comedy,Mystery,Historical",1727,618,https://myanimelist.net/anime/3313/Montana_Jones
35776,Kingdom Hearts χ Back Cover,6.87,"Action,Fantasy,Mystery",4386,2339,https://myanimelist.net/anime/35776/Kingdom_Hearts_%CF%87_Back_Cover
11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,6.87,"Action,Adventure,Comedy,Mecha,Space,Shounen",1747,579,https://myanimelist.net/anime/11299/Keroro_Gunsou__KeroZero_Shupattsudayo_Zeninshuugou
21653,IS: Infinite Stratos 2 - World Purge-hen,6.87,"Action,Comedy,Sci-Fi,Ecchi,Harem,Mecha",75352,37867,https://myanimelist.net/anime/21653/IS__Infinite_Stratos_2_-_World_Purge-hen
22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",6.87,"Comedy,Romance,Supernatural,Seinen",24747,12715,https://myanimelist.net/anime/22057/Inari_Konkon_Koi_Iroha__Inari_Konkon_Semishigure
40359,Ikebukuro West Gate Park,6.87,"Drama,Mystery,Delinquents",104136,32721,https://myanimelist.net/anime/40359/Ikebukuro_West_Gate_Park
811,I''s Pure,6.87,"Comedy,Drama,Romance,Ecchi,School",24847,12152,https://myanimelist.net/anime/811/Is_Pure
44097,Huyao Xiao Hongniang: Mu Tiancheng,6.87,"Comedy,Drama,Romance,Supernatural,Historical",1682,331,https://myanimelist.net/anime/44097/Huyao_Xiao_Hongniang__Mu_Tiancheng
21431,Gokukoku no Brynhildr,6.87,"Drama,Mystery,Sci-Fi,Seinen",315191,159567,https://myanimelist.net/anime/21431/Gokukoku_no_Brynhildr
2630,Doraemon Meets Hattori the Ninja,6.87,"Comedy,Sci-Fi,Kids,Shounen",2186,984,https://myanimelist.net/anime/2630/Doraemon_Meets_Hattori_the_Ninja
17827,Daitoshokan no Hitsujikai,6.87,"Romance,Harem,School",127080,53984,https://myanimelist.net/anime/17827/Daitoshokan_no_Hitsujikai
41167,Crescent Rise,6.87,"Idols (Male),Music",1248,617,https://myanimelist.net/anime/41167/Crescent_Rise
2118,Captain Tsubasa: Europe Daikessen,6.87,"Action,Sports,Team Sports,Shounen",5647,2877,https://myanimelist.net/anime/2118/Captain_Tsubasa__Europe_Daikessen
5031,Cobra The Animation: Time Drive,6.87,"Action,Adventure,Sci-Fi,Adult Cast,Space",4033,1801,https://myanimelist.net/anime/5031/Cobra_The_Animation__Time_Drive
1214,Binbou Shimai Monogatari,6.87,"Comedy,Drama,Slice of Life,Iyashikei,Seinen",19943,6463,https://myanimelist.net/anime/1214/Binbou_Shimai_Monogatari
7817,B-gata H-kei,6.87,"Comedy,Romance,Ecchi,School,Seinen",364811,208364,https://myanimelist.net/anime/7817/B-gata_H-kei
1504,Macross Flash Back 2012,6.88,"Drama,Sci-Fi,Mecha,Military",8677,4228,https://myanimelist.net/anime/1504/Macross_Flash_Back_2012
20909,Kyoukai no Kanata: Mini Gekijou,6.88,"Slice of Life,Supernatural",39922,14418,https://myanimelist.net/anime/20909/Kyoukai_no_Kanata__Mini_Gekijou
5834,Kyojin no Hoshi,6.88,"Drama,Sports,Team Sports",2342,372,https://myanimelist.net/anime/5834/Kyojin_no_Hoshi
10122,Kowarekake no Orgel Special,6.88,"Drama,Sci-Fi,Slice of Life,Seinen",9884,5580,https://myanimelist.net/anime/10122/Kowarekake_no_Orgel_Special
17635,Koitabi: True Tours Nanto,6.88,Romance,16319,6362,https://myanimelist.net/anime/17635/Koitabi__True_Tours_Nanto
39388,Koisuru Asteroid,6.88,"Comedy,Slice of Life,CGDCT,Iyashikei,School",77927,29694,https://myanimelist.net/anime/39388/Koisuru_Asteroid
4786,Kodomo no Jikan Recap,6.88,"Comedy,Ecchi,School",11774,5364,https://myanimelist.net/anime/4786/Kodomo_no_Jikan_Recap
21671,Keroro,6.88,"Comedy,Sci-Fi,Shounen",8683,3586,https://myanimelist.net/anime/21671/Keroro
10191,Katte ni Kaizou,6.88,"Comedy,Sci-Fi,Parody,School,Shounen",28568,9784,https://myanimelist.net/anime/10191/Katte_ni_Kaizou
20423,Kamisama no Inai Nichiyoubi: Kioku,6.88,"Fantasy,Mystery",27708,14484,https://myanimelist.net/anime/20423/Kamisama_no_Inai_Nichiyoubi__Kioku
39833,Junk Head,6.88,"Action,Adventure,Comedy,Sci-Fi,Suspense",801,275,https://myanimelist.net/anime/39833/Junk_Head
12963,Jewelpet Kira☆Deco!,6.88,"Fantasy,Anthropomorphic,Shoujo",3783,1124,https://myanimelist.net/anime/12963/Jewelpet_Kira%E2%98%86Deco
20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,6.88,"Action,Comedy,Sci-Fi,Harem,Mecha",55919,27789,https://myanimelist.net/anime/20045/IS__Infinite_Stratos_2_-_Hitonatsu_no_Omoide
475,Hotori: Tada Saiwai wo Koinegau,6.88,"Drama,Sci-Fi",5872,2017,https://myanimelist.net/anime/475/Hotori__Tada_Saiwai_wo_Koinegau
4983,Hells,6.88,"Adventure,Comedy,Horror",27564,9755,https://myanimelist.net/anime/4983/Hells
12225,Galaxy Angel S,6.88,"Comedy,Sci-Fi",2260,826,https://myanimelist.net/anime/12225/Galaxy_Angel_S
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,6.88,"Comedy,Slice of Life,Seinen",43508,16471,https://myanimelist.net/anime/22189/Futsuu_no_Joshikousei_ga_Locodol_Yattemita
126,Futakoi Alternative,6.88,"Comedy,Drama,Romance",30146,11444,https://myanimelist.net/anime/126/Futakoi_Alternative
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,6.88,"Comedy,Fantasy",22280,6504,https://myanimelist.net/anime/10842/Fullmetal_Alchemist__The_Sacred_Star_of_Milos_Specials
37860,Free!: Take Your Marks: Character Butai Aisatsu,6.88,Comedy,6082,1426,https://myanimelist.net/anime/37860/Free__Take_Your_Marks__Character_Butai_Aisatsu
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.88,"Comedy,Fantasy,Romance,Harem,Vampire",26463,13381,https://myanimelist.net/anime/9347/Fortune_Arterial__Akai_Yakusoku_-_Tadoritsuita_Basho
34552,Dream Festival! R,6.88,"Idols (Male),Music",4873,1816,https://myanimelist.net/anime/34552/Dream_Festival_R
10155,Dog Days,6.88,"Action,Adventure,Fantasy,Isekai",179142,83389,https://myanimelist.net/anime/10155/Dog_Days
29589,Denpa Kyoushi (TV),6.88,"Comedy,Romance,Otaku Culture,School,Shounen",145978,66103,https://myanimelist.net/anime/29589/Denpa_Kyoushi_TV
2595,D.C.II: Da Capo II,6.88,"Drama,Romance,Ecchi,School",35376,15732,https://myanimelist.net/anime/2595/DCII__Da_Capo_II
111,Corrector Yui,6.88,"Adventure,Comedy,Sci-Fi",14540,6130,https://myanimelist.net/anime/111/Corrector_Yui
4646,Cobra The Animation: The Psycho-Gun,6.88,"Action,Adventure,Sci-Fi,Adult Cast,Mecha,Space",5163,2253,https://myanimelist.net/anime/4646/Cobra_The_Animation__The_Psycho-Gun
1844,Clamp Gakuen Tanteidan,6.88,"Action,Comedy,Mystery,Shoujo",13221,4810,https://myanimelist.net/anime/1844/Clamp_Gakuen_Tanteidan
40967,Bang!Bang!Bang!,6.88,"Idols (Male),Music",1279,616,https://myanimelist.net/anime/40967/BangBangBang
50916,Arifureta Shokugyou de Sekai Saikyou 2nd Season Special,6.88,"Action,Adventure,Fantasy,Harem",26251,10831,https://myanimelist.net/anime/50916/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season_Special
50655,Aisai,6.88,Music,579,364,https://myanimelist.net/anime/50655/Aisai
313,Ace wo Nerae! (1979),6.88,"Drama,Romance,Sports,School,Shoujo",3759,1522,https://myanimelist.net/anime/313/Ace_wo_Nerae_1979
35285,A-Channel: Nabe wo Tabeyou,6.88,"Comedy,Slice of Life,CGDCT,School,Seinen",8023,2760,https://myanimelist.net/anime/35285/A-Channel__Nabe_wo_Tabeyou
873,.hack//Roots,6.88,"Adventure,Drama,Fantasy,Sci-Fi,Video Game",71267,34125,https://myanimelist.net/anime/873/hack__Roots
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",6.88,"Comedy,Fantasy,School",18600,10026,https://myanimelist.net/anime/7669/Bungaku_Shoujo_Kyou_no_Oyatsu__Hatsukoi
41215,Xi Xing Ji: Jijie Pian,6.88,"Action,Adventure,Fantasy,Historical,Martial Arts",749,305,https://myanimelist.net/anime/41215/Xi_Xing_Ji__Jijie_Pian
49398,Wu Geng Ji 4th Season,6.88,"Action,Fantasy,Supernatural,Historical,Martial Arts",894,177,https://myanimelist.net/anime/49398/Wu_Geng_Ji_4th_Season
39606,Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,6.88,"Comedy,Girls Love,Slice of Life",17072,8595,https://myanimelist.net/anime/39606/Uchi_no_Maid_ga_Uzasugiru__Uchi_no_Maid_wa_Yappari_Mou_Honto_Uzainda_naa
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,6.88,"Drama,Supernatural,Historical",3592,1177,https://myanimelist.net/anime/20969/Tezuka_Osamu_no_Buddha__Owarinaki_Tabi
1587,Tenpou Ibun: Ayakashi Ayashi,6.88,"Supernatural,Historical,Mythology",16000,4404,https://myanimelist.net/anime/1587/Tenpou_Ibun__Ayakashi_Ayashi
9673,Tegamibachi: Omakebachi,6.88,Comedy,5289,1005,https://myanimelist.net/anime/9673/Tegamibachi__Omakebachi
9061,RPG Densetsu Hepoi,6.88,"Adventure,Fantasy",671,153,https://myanimelist.net/anime/9061/RPG_Densetsu_Hepoi
37921,ReLIFE: Kanketsu-hen Specials,6.88,Slice of Life,21205,8324,https://myanimelist.net/anime/37921/ReLIFE__Kanketsu-hen_Specials
33019,Reikenzan: Eichi e no Shikaku,6.88,"Comedy,Fantasy",41963,17521,https://myanimelist.net/anime/33019/Reikenzan__Eichi_e_no_Shikaku
34304,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,6.88,"Slice of Life,Idols (Female),Music,School,Shoujo",1654,483,https://myanimelist.net/anime/34304/PriPara_Movie__Minna_de_Kagayake_Kirarin%E2%98%86Star_Live
4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,6.88,"Action,Adventure,Fantasy,Kids",82056,50937,https://myanimelist.net/anime/4026/Pokemon_Movie_11__Giratina_to_Sora_no_Hanataba_Sheimi
37926,Nakanohito Genome [Jikkyouchuu],6.88,"Comedy,Drama,Video Game",116688,49218,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu
34820,Mazinger Z Movie: Infinity,6.88,"Action,Comedy,Sci-Fi,Mecha,Super Power,Shounen",7524,3221,https://myanimelist.net/anime/34820/Mazinger_Z_Movie__Infinity
308,Zettai Shounen,6.89,"Drama,Fantasy,Mystery,Sci-Fi,Shounen",19007,3728,https://myanimelist.net/anime/308/Zettai_Shounen
39710,Yesterday wo Utatte,6.89,"Drama,Romance,Slice of Life,Love Polygon,Seinen",274941,127386,https://myanimelist.net/anime/39710/Yesterday_wo_Utatte
41210,Wan Jie Shen Zhu 2nd Season,6.89,"Adventure,Fantasy",1039,385,https://myanimelist.net/anime/41210/Wan_Jie_Shen_Zhu_2nd_Season
30355,Wakaba*Girl,6.89,"Comedy,Slice of Life,CGDCT,School",41301,18057,https://myanimelist.net/anime/30355/WakabaGirl
3868,Versailles no Bara: Seimei Aru Kagiri Aishite,6.89,"Drama,Romance,Historical,Shoujo",3310,746,https://myanimelist.net/anime/3868/Versailles_no_Bara__Seimei_Aru_Kagiri_Aishite
49426,Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,6.89,"Action,Fantasy,Mahou Shoujo,Shoujo",1487,450,https://myanimelist.net/anime/49426/Tropical-Rouge_Precure_Movie__Yuki_no_Princess_to_Kiseki_no_Yubiwa
174,Tenjou Tenge,6.89,"Action,Comedy,Ecchi,Martial Arts,School,Super Power,Shounen",177509,87081,https://myanimelist.net/anime/174/Tenjou_Tenge
3574,Switch,6.89,"Action,Mystery,Detective,Organized Crime",25861,10583,https://myanimelist.net/anime/3574/Switch
30375,Starmyu,6.89,"Slice of Life,Idols (Male),Music,Performing Arts,School",43103,16014,https://myanimelist.net/anime/30375/Starmyu
30919,Sora no Method: Aru Shoujo no Kyuujitsu★,6.89,"Comedy,Fantasy,Slice of Life",9573,4306,https://myanimelist.net/anime/30919/Sora_no_Method__Aru_Shoujo_no_Kyuujitsu%E2%98%85
3098,Shutsugeki! Machine Robo Rescue,6.89,"Action,Sci-Fi,Mecha",1698,642,https://myanimelist.net/anime/3098/Shutsugeki_Machine_Robo_Rescue
42205,Shaman King (2021),6.89,"Adventure,Comedy,Supernatural,Super Power,Shounen",226153,54200,https://myanimelist.net/anime/42205/Shaman_King_2021
31229,Servamp,6.89,"Action,Comedy,Drama,Supernatural,Vampire,Josei",254717,106699,https://myanimelist.net/anime/31229/Servamp
19365,Samurai Flamenco,6.89,"Action,Comedy,Parody,Super Power",124896,46431,https://myanimelist.net/anime/19365/Samurai_Flamenco
34927,Rilu Rilu Fairilu: Mahou no Kagami,6.89,"Fantasy,Slice of Life",1690,203,https://myanimelist.net/anime/34927/Rilu_Rilu_Fairilu__Mahou_no_Kagami
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,6.89,"Comedy,Slice of Life,Martial Arts",4188,1361,https://myanimelist.net/anime/10819/Ranma_%C2%BD__Tendou-ke_no_Oyobidenai_Yatsura
39991,Promare: Galo-hen,6.89,"Action,Sci-Fi,Mecha,Super Power",24059,12633,https://myanimelist.net/anime/39991/Promare__Galo-hen
1119,Pokemon Movie 04: Celebi Toki wo Koeta Deai,6.89,"Adventure,Comedy,Drama,Fantasy,Kids",142332,91148,https://myanimelist.net/anime/1119/Pokemon_Movie_04__Celebi_Toki_wo_Koeta_Deai
9693,Moshidora,6.89,"Drama,Sports,Team Sports",21002,8699,https://myanimelist.net/anime/9693/Moshidora
3550,Midori no Makibao,6.89,"Comedy,Racing",1721,781,https://myanimelist.net/anime/3550/Midori_no_Makibao
4202,Mokke Specials,6.89,"Mystery,Slice of Life,Supernatural,Iyashikei",2077,813,https://myanimelist.net/anime/4202/Mokke_Specials
28423,Kyoukai no Rinne (TV),6.89,"Comedy,Supernatural,School,Shounen",84117,31327,https://myanimelist.net/anime/28423/Kyoukai_no_Rinne_TV
5039,Kurozuka,6.89,"Action,Drama,Horror,Romance,Sci-Fi,Historical,Vampire",90579,30946,https://myanimelist.net/anime/5039/Kurozuka
44516,Koroshi Ai,6.89,"Action,Romance,Adult Cast,Organized Crime,Josei",126262,42848,https://myanimelist.net/anime/44516/Koroshi_Ai
1457,Key the Metal Idol,6.89,"Action,Drama,Sci-Fi,Mecha,Music,Psychological",20240,4981,https://myanimelist.net/anime/1457/Key_the_Metal_Idol
23425,Karneval Specials,6.89,"Comedy,Josei",9447,2071,https://myanimelist.net/anime/23425/Karneval_Specials
1584,Stratos 4 Advance Kanketsu-hen,6.9,"Comedy,Sci-Fi,Military",2741,1082,https://myanimelist.net/anime/1584/Stratos_4_Advance_Kanketsu-hen
10014,Shouwa Monogatari,6.9,"Drama,Historical",5430,1431,https://myanimelist.net/anime/10014/Shouwa_Monogatari
419,Samurai Deeper Kyou,6.9,"Adventure,Comedy,Supernatural,Historical,Samurai,Shounen",53338,25743,https://myanimelist.net/anime/419/Samurai_Deeper_Kyou
10592,s.CRY.ed Alteration I: Tao,6.9,"Action,Adventure,Sci-Fi,Super Power,Shounen",4851,1129,https://myanimelist.net/anime/10592/sCRYed_Alteration_I__Tao
11227,Rinne no Lagrange,6.9,"Action,Comedy,Sci-Fi,Mecha",67195,23024,https://myanimelist.net/anime/11227/Rinne_no_Lagrange
1489,Renkin San-kyuu Magical? Pokaan Specials,6.9,"Comedy,Ecchi,CGDCT,Parody,Vampire",6989,3323,https://myanimelist.net/anime/1489/Renkin_San-kyuu_Magical_Pokaan_Specials
38431,Persona 5 the Animation TV Specials,6.9,"Action,Fantasy,Supernatural,School",30306,15870,https://myanimelist.net/anime/38431/Persona_5_the_Animation_TV_Specials
9798,Pandane to Tamago-hime,6.9,"Adventure,Fantasy",4964,1788,https://myanimelist.net/anime/9798/Pandane_to_Tamago-hime
5440,Ougon Yuusha Goldran,6.9,"Action,Adventure,Fantasy,Sci-Fi,Mecha,Shounen",2384,539,https://myanimelist.net/anime/5440/Ougon_Yuusha_Goldran
38026,Ookami to Koushinryou VR,6.9,"Adventure,Fantasy,Adult Cast,Historical",14389,1599,https://myanimelist.net/anime/38026/Ookami_to_Koushinryou_VR
461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,6.9,"Action,Adventure,Fantasy,Shounen",73937,42626,https://myanimelist.net/anime/461/One_Piece_Movie_03__Chinjuu-jima_no_Chopper_Oukoku
12001,One Piece 3D: Gekisou! Trap Coaster,6.9,"Action,Adventure,Fantasy,Shounen",21622,7963,https://myanimelist.net/anime/12001/One_Piece_3D__Gekisou_Trap_Coaster
32962,Occultic;Nine,6.9,"Mystery,Sci-Fi",184251,66785,https://myanimelist.net/anime/32962/Occultic_Nine
229,Ninin ga Shinobuden,6.9,"Comedy,Martial Arts,Parody",32874,15475,https://myanimelist.net/anime/229/Ninin_ga_Shinobuden
39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.9,"Action,Comedy,Drama,Mystery,Supernatural,Shounen",23435,5956,https://myanimelist.net/anime/39948/Muhyo_to_Rouji_no_Mahouritsu_Soudan_Jimusho_2nd_Season
5091,Manga Sarutobi Sasuke,6.9,"Adventure,Comedy,Supernatural,Historical",1485,633,https://myanimelist.net/anime/5091/Manga_Sarutobi_Sasuke
